phone_number,verified,login_freq,services,security_alerts,backup_usage,digital_literacy_score,primary_document_types,biometric_enabled,sso_usage,data_sync_frequency,govt_services_usage,digital_signature_used,marketing_consent
+9940553023713,0,30.9,6,0,0,High,Business,1,0,Weekly,1,3,0
+9940703728818,0,19.5,2,0,1,Medium,Business,0,0,Daily,5,0,1
+9940559448112,1,35.6,5,1,0,High,Business,1,0,Daily,2,1,0
+9940504958280,0,21.0,3,0,1,High,Banking,0,0,Daily,1,1,0
+9940513174137,1,25.5,5,1,0,High,Business,1,0,Daily,4,2,1
+9940779870588,1,29.9,6,1,1,Medium,Business,1,0,Never,0,1,1
+9940775040741,0,15.0,4,1,0,Low,Personal,0,0,Never,3,3,1
+9940519865419,0,45.7,8,0,1,Medium,Banking,1,1,Weekly,3,1,0
+9940779273842,1,35.1,7,0,0,Medium,Banking,1,1,Never,6,1,0
+9940709154960,0,29.6,6,0,1,Medium,Government,1,0,Daily,6,1,0
+9940776236546,1,14.4,2,0,1,Medium,Business,0,0,Daily,0,2,1
+9940778186034,1,30.9,7,0,1,Medium,Business,1,1,Weekly,0,1,1
+9940709644996,0,30.0,5,0,0,High,Personal,0,0,Weekly,3,1,0
+9940513422174,0,32.5,7,0,0,High,Business,1,1,Never,9,2,0
+9940701339732,1,34.4,6,2,0,High,Banking,1,0,Daily,3,1,0
+9940513887650,0,9.8,1,0,1,Medium,Personal,0,0,Weekly,6,4,1
+9940516732085,1,33.4,7,1,0,Medium,Banking,1,1,Daily,4,2,1
+9940705925545,1,37.4,7,0,1,High,Personal,1,1,Weekly,9,1,1
+9940551725261,1,30.4,5,0,0,High,Business,1,0,Daily,2,2,0
+9940556046995,1,28.8,5,0,0,High,Personal,1,0,Daily,9,1,1
+9940512569587,0,27.5,6,1,1,Medium,Business,1,0,Daily,2,1,0
+9940555549524,1,20.9,5,1,0,High,Personal,0,0,Daily,4,4,1
+9940506181303,0,37.8,8,1,1,Medium,Personal,1,1,Never,9,1,1
+9940706730031,1,29.9,6,0,1,Medium,Business,1,0,Weekly,0,2,1
+9940554712992,0,6.8,0,3,1,Medium,Personal,0,0,Weekly,8,0,1
+9940774674906,1,31.4,4,0,1,High,Personal,0,0,Daily,6,0,0
+9940557107158,0,23.4,4,0,0,Medium,Banking,0,0,Daily,7,4,1
+9940557742566,0,16.0,3,0,1,High,Personal,0,0,Weekly,6,2,1
+9940508269666,1,34.7,7,1,1,High,Business,1,1,Never,3,0,1
+9940504001949,1,14.2,2,0,0,Medium,Government,0,0,Daily,8,0,0
+9940514816685,1,15.6,2,1,1,High,Business,0,0,Daily,7,0,1
+9940513976092,1,38.1,7,0,1,High,Business,1,1,Daily,9,1,1
+9940515747894,0,14.5,3,0,0,Medium,Banking,0,0,Daily,0,2,0
+9940512145033,0,28.2,5,0,0,Medium,Government,0,0,Weekly,1,1,1
+9940704870822,1,13.8,1,0,0,High,Business,0,0,Daily,8,0,1
+9940502698409,1,27.4,6,1,0,High,Banking,1,0,Weekly,5,2,0
+9940515791663,0,26.5,6,0,0,Low,Government,1,0,Weekly,8,0,1
+9940508654687,0,18.9,2,0,0,Low,Personal,0,0,Daily,8,0,1
+9940519868558,1,18.8,3,0,0,High,Business,0,0,Weekly,2,0,1
+9940705016540,1,18.4,3,1,0,Low,Business,0,0,Daily,4,3,1
+9940501506969,0,18.4,3,0,0,High,Banking,0,0,Never,1,0,1
+9940513050809,1,34.6,6,0,0,Medium,Government,1,0,Weekly,2,0,1
+9940501943369,1,10.1,2,0,0,Medium,Personal,0,0,Daily,3,1,1
+9940777834069,0,27.8,4,0,0,High,Banking,0,0,Daily,0,0,1
+9940709862054,0,7.3,0,0,1,High,Banking,0,0,Never,5,0,1
+9940515985829,1,26.3,6,0,0,High,Banking,1,0,Daily,0,2,1
+9940502591634,1,25.4,5,0,1,High,Personal,0,0,Weekly,9,1,1
+9940501190404,1,13.8,1,1,0,Medium,Personal,0,0,Weekly,8,0,1
+9940559784819,0,25.9,4,0,0,Medium,Banking,0,0,Weekly,8,1,1
+9940703847252,1,18.0,3,0,0,Medium,Banking,0,0,Never,1,3,0
+9940552008097,1,26.0,5,2,1,Medium,Banking,0,0,Daily,3,1,0
+9940772593012,1,8.5,0,0,0,Medium,Personal,0,0,Weekly,8,0,0
+9940513297293,1,32.1,7,0,1,Medium,Banking,1,1,Daily,7,1,1
+9940516902855,0,21.7,3,2,0,High,Personal,0,0,Daily,4,0,1
+9940559026049,1,14.6,1,0,1,Low,Banking,0,0,Weekly,0,1,1
+9940513475279,0,18.2,3,0,0,High,Personal,0,0,Never,2,3,1
+9940777185168,0,18.5,3,0,0,Low,Banking,0,0,Daily,5,0,1
+9940501584520,0,19.0,2,2,0,High,Banking,0,0,Weekly,9,4,1
+9940551090927,1,17.4,2,0,0,Medium,Personal,0,0,Never,6,1,0
+9940551494414,1,11.9,1,0,1,High,Banking,0,0,Weekly,5,2,0
+9940509308155,1,28.1,5,0,0,Medium,Personal,0,0,Daily,7,2,0
+9940556235545,1,9.4,1,1,0,High,Business,0,0,Daily,1,1,1
+9940558246527,1,23.7,4,2,0,High,Government,0,0,Daily,0,0,1
+9940511195511,0,27.6,7,0,1,Medium,Government,1,1,Weekly,4,3,1
+9940501200099,0,21.1,3,0,0,High,Government,0,0,Weekly,9,4,1
+9940508639128,1,32.5,5,1,1,Medium,Business,1,0,Daily,2,1,0
+9940501923496,1,17.3,3,0,1,High,Personal,0,0,Never,9,3,1
+9940552398573,1,30.9,6,1,1,Medium,Business,1,0,Never,3,0,0
+9940505670505,1,25.7,5,0,0,Medium,Business,1,0,Weekly,3,3,1
+9940776459096,1,34.4,6,1,1,Low,Business,1,0,Daily,0,2,0
+9940513059965,0,39.9,7,0,1,Medium,Personal,1,1,Daily,2,0,0
+9940705002191,0,13.0,2,0,0,Medium,Government,0,0,Weekly,3,2,0
+9940707073841,1,23.0,5,1,1,High,Personal,0,0,Daily,3,4,1
+9940554985663,1,31.1,6,0,1,Medium,Government,1,0,Never,8,0,1
+9940774443879,1,11.7,1,0,1,High,Banking,0,0,Never,1,0,1
+9940501646174,1,17.4,3,0,1,Medium,Personal,0,0,Never,4,2,0
+9940515066876,0,17.6,3,1,0,Medium,Government,0,0,Daily,0,0,1
+9940518224769,0,36.4,8,2,0,High,Personal,1,1,Daily,1,0,1
+9940506640828,1,42.8,9,1,1,Medium,Personal,1,1,Daily,5,0,1
+9940519037471,1,18.4,2,1,0,High,Personal,0,0,Weekly,2,2,1
+9940512135542,1,33.7,6,0,0,Medium,Government,1,0,Never,0,0,1
+9940701099149,1,19.0,3,1,1,Medium,Government,0,0,Daily,4,2,1
+9940515933429,1,39.7,8,0,1,High,Personal,1,1,Daily,3,1,1
+9940772607437,1,30.0,5,1,1,Medium,Banking,1,0,Daily,0,1,0
+9940706345921,1,25.5,5,1,0,High,Banking,1,0,Never,2,3,1
+9940779135136,1,20.4,4,1,1,High,Personal,0,0,Weekly,4,1,1
+9940504034234,1,12.3,3,1,1,Low,Banking,0,0,Daily,9,3,1
+9940775945441,1,22.4,4,0,0,High,Personal,0,0,Daily,0,1,1
+9940707135260,1,36.8,7,1,0,Medium,Business,1,1,Weekly,2,2,1
+9940772350356,1,22.3,4,0,0,Medium,Personal,0,0,Never,7,2,0
+9940519076376,1,32.3,6,0,0,Medium,Business,1,0,Weekly,9,0,1
+9940772825113,1,38.5,7,0,1,Medium,Business,1,1,Daily,7,0,1
+9940558274467,1,39.8,8,0,0,High,Personal,1,1,Daily,8,2,1
+9940506939875,1,27.0,5,0,0,High,Government,0,0,Weekly,5,0,1
+9940552268685,1,8.6,2,1,1,Medium,Personal,0,0,Daily,8,1,0
+9940507523350,1,48.6,9,0,0,Medium,Personal,1,1,Never,2,1,0
+9940772768267,1,31.2,5,2,1,Medium,Personal,0,0,Weekly,4,2,1
+9940516394840,1,17.9,3,0,1,High,Personal,0,0,Daily,5,1,1
+9940519637134,0,13.0,2,2,1,High,Personal,0,0,Weekly,6,1,1
+9940559578334,0,7.5,0,0,0,Medium,Government,0,0,Never,8,2,1
+9940558841146,1,30.0,6,0,0,High,Personal,1,0,Daily,5,2,1
+9940505446571,1,24.9,3,0,0,High,Personal,0,0,Daily,7,2,0
+9940776035838,1,22.7,4,1,0,Low,Government,0,0,Weekly,0,2,1
+9940773702446,1,22.7,4,0,1,Low,Business,0,0,Daily,8,0,0
+9940709288624,0,39.5,8,0,0,High,Government,1,1,Daily,4,0,0
+9940705295095,1,31.8,6,2,1,Low,Personal,1,0,Daily,7,0,1
+9940557944634,1,33.4,6,0,0,High,Personal,1,0,Daily,1,2,1
+9940554236996,1,38.9,7,0,0,High,Personal,1,1,Weekly,6,0,1
+9940557663816,0,28.7,4,0,0,High,Personal,0,0,Daily,0,1,0
+9940503019742,1,18.5,3,0,1,Low,Personal,0,0,Weekly,5,0,1
+9940507604159,0,15.3,2,1,0,Medium,Personal,0,0,Daily,0,3,1
+9940511413669,1,29.9,7,0,0,Low,Personal,1,1,Daily,2,3,1
+9940551943369,0,32.1,5,0,0,Medium,Business,1,0,Daily,3,0,0
+9940504169912,1,22.5,3,1,0,High,Personal,0,0,Daily,8,0,1
+9940505338320,1,40.6,8,2,0,Medium,Government,1,1,Daily,2,2,1
+9940777402683,1,33.6,7,0,0,Medium,Business,1,1,Daily,6,2,0
+9940514231470,1,28.1,6,1,0,High,Personal,1,0,Weekly,2,0,1
+9940551165940,0,28.0,6,1,1,High,Personal,1,0,Never,9,0,1
+9940553928543,0,24.9,4,2,1,High,Government,0,0,Weekly,1,1,1
+9940704952606,1,29.1,6,1,0,High,Personal,1,0,Never,8,1,1
+9940705893478,1,20.8,4,0,0,Medium,Personal,0,0,Weekly,7,1,1
+9940516796083,0,18.5,3,1,1,Medium,Personal,0,0,Daily,2,3,1
+9940773228967,0,12.4,1,0,0,Medium,Personal,0,0,Daily,4,4,1
+9940516493636,1,36.4,8,0,0,Low,Banking,1,1,Daily,3,1,0
+9940776684287,0,15.3,2,1,0,High,Personal,0,0,Weekly,2,2,0
+9940557989835,0,25.5,5,0,0,Medium,Personal,1,0,Daily,7,3,1
+9940505698448,0,12.9,1,0,0,Low,Personal,0,0,Never,5,2,1
+9940708294676,0,13.7,3,0,0,High,Banking,0,0,Daily,4,3,1
+9940502994433,1,24.0,4,0,1,High,Business,0,0,Weekly,1,1,1
+9940707405351,0,26.4,5,1,0,Medium,Government,1,0,Daily,1,3,1
+9940501412600,0,30.4,5,1,1,Medium,Business,1,0,Daily,5,2,0
+9940511925179,1,20.5,3,0,1,High,Business,0,0,Never,9,2,0
+9940708782486,1,35.2,8,1,1,Medium,Personal,1,1,Daily,8,1,1
+9940775275201,1,33.8,6,1,0,Medium,Government,1,0,Never,5,0,0
+9940556587611,1,17.6,4,1,0,Low,Personal,0,0,Never,2,2,1
+9940506430653,1,25.4,4,1,0,Low,Business,0,0,Daily,5,2,1
+9940517253756,0,15.0,3,0,0,Low,Government,0,0,Never,8,1,1
+9940773210094,0,19.6,3,1,1,Medium,Personal,0,0,Daily,3,0,1
+9940702604348,1,38.9,8,0,0,High,Business,1,1,Weekly,8,3,1
+9940501382966,1,26.4,6,1,0,Medium,Personal,1,0,Weekly,4,0,0
+9940518782910,1,19.4,2,0,1,Low,Banking,0,0,Weekly,7,1,1
+9940513012312,0,29.4,5,0,1,Medium,Business,1,0,Daily,2,1,1
+9940506176527,1,20.7,3,0,1,Medium,Banking,0,0,Weekly,3,1,1
+9940775094049,0,36.9,8,1,0,High,Business,1,1,Never,3,2,1
+9940702461209,1,34.6,7,0,0,Low,Business,1,1,Daily,2,2,1
+9940504725372,0,18.9,3,0,0,High,Personal,0,0,Never,1,0,1
+9940701748817,0,41.9,8,0,1,High,Personal,1,1,Weekly,9,2,0
+9940552590002,0,45.6,7,1,0,Medium,Government,1,1,Daily,3,0,0
+9940502257245,1,38.5,8,0,0,Medium,Business,1,1,Weekly,6,0,1
+9940558419739,0,18.3,3,2,1,Medium,Personal,0,0,Never,3,2,1
+9940506106760,1,25.0,5,0,1,Medium,Personal,0,0,Weekly,5,0,1
+9940519331179,1,37.4,7,0,1,High,Business,1,1,Weekly,7,1,1
+9940774923869,1,24.6,4,0,1,High,Banking,0,0,Weekly,9,4,1
+9940702812134,0,28.7,6,0,0,High,Business,1,0,Daily,6,0,1
+9940506477276,0,20.1,3,0,0,Low,Personal,0,0,Weekly,9,2,0
+9940779366155,1,33.7,6,0,0,High,Business,1,0,Weekly,7,0,0
+9940555793335,0,25.5,6,0,0,Medium,Banking,1,0,Weekly,2,1,0
+9940771160748,0,24.6,4,2,0,Low,Personal,0,0,Daily,7,2,1
+9940703732610,1,34.7,6,2,1,High,Government,1,0,Daily,7,0,1
+9940519324661,0,14.8,2,1,1,Medium,Business,0,0,Never,2,1,1
+9940555665141,0,21.3,4,0,1,High,Personal,0,0,Weekly,0,1,1
+9940559567358,1,24.3,5,1,0,Medium,Business,1,0,Daily,8,2,0
+9940705583437,1,37.1,8,0,0,Low,Banking,1,1,Daily,2,0,1
+9940511108466,1,36.2,7,0,1,Low,Personal,1,1,Never,0,0,0
+9940518857463,0,18.9,3,0,0,High,Business,0,0,Never,2,0,1
+9940517867172,0,10.3,2,0,1,Medium,Banking,0,0,Daily,5,0,1
+9940517437232,1,23.9,4,0,1,Low,Business,0,0,Weekly,4,0,1
+9940509731813,1,19.4,4,0,1,High,Business,0,0,Daily,8,4,0
+9940502765746,1,21.2,4,0,0,High,Personal,0,0,Weekly,6,3,1
+9940779153119,1,18.0,3,0,0,High,Government,0,0,Weekly,8,3,0
+9940503093611,1,40.1,8,0,0,Medium,Personal,1,1,Weekly,9,1,1
+9940779736390,1,39.0,8,0,1,Medium,Personal,1,1,Weekly,7,2,1
+9940502722878,1,37.1,8,0,0,Medium,Personal,1,1,Never,5,4,1
+9940705952911,1,11.2,0,0,0,High,Banking,0,0,Daily,7,1,0
+9940518104095,0,30.7,5,2,1,High,Business,0,0,Daily,6,1,1
+9940551703405,0,25.1,5,0,0,Low,Banking,1,0,Weekly,6,0,0
+9940511600348,1,27.5,5,0,0,Low,Personal,1,0,Weekly,5,0,1
+9940558648101,0,32.3,7,0,0,Medium,Personal,1,1,Daily,4,2,1
+9940551543840,0,16.1,1,2,1,Medium,Personal,0,0,Never,2,1,1
+9940556524453,0,35.3,7,0,0,Medium,Personal,1,1,Weekly,4,1,0
+9940519443979,1,13.8,2,2,1,Low,Personal,0,0,Weekly,9,0,1
+9940556532630,1,39.5,7,0,1,Medium,Banking,1,1,Never,9,0,1
+9940775329005,0,28.6,6,1,0,Medium,Business,1,0,Never,5,1,1
+9940554755282,0,39.1,6,0,0,Medium,Personal,1,0,Weekly,1,0,1
+9940516743471,1,37.1,7,0,0,Low,Personal,1,1,Daily,9,0,1
+9940506146577,1,22.3,3,0,0,Medium,Business,0,0,Weekly,9,2,1
+9940515515902,0,19.7,5,1,0,High,Business,0,0,Daily,4,3,1
+9940502382217,0,12.4,2,0,0,Low,Government,0,0,Daily,0,2,0
+9940506964004,1,28.0,4,1,0,Medium,Business,0,0,Never,5,1,0
+9940777657929,0,17.3,3,1,1,Medium,Banking,0,0,Daily,3,0,0
+9940507379693,0,17.2,3,1,1,High,Personal,0,0,Weekly,7,1,1
+9940551675155,1,29.4,5,0,1,High,Personal,1,0,Never,7,0,0
+9940777325933,0,30.1,6,1,0,Low,Personal,1,0,Daily,5,1,1
+9940777568026,1,27.6,5,0,1,Medium,Personal,0,0,Daily,4,0,1
+9940502650733,0,14.7,1,1,0,Low,Government,0,0,Never,1,1,1
+9940508640804,0,27.9,5,0,0,Medium,Business,1,0,Weekly,4,2,1
+9940515714611,1,6.8,1,0,0,Low,Personal,0,0,Daily,9,2,1
+9940555252217,1,40.5,8,1,1,Medium,Business,1,1,Daily,1,1,1
+9940777504620,1,21.8,4,1,1,High,Personal,0,0,Daily,9,0,1
+9940515588472,0,11.1,1,0,1,High,Personal,0,0,Weekly,3,1,1
+9940505902703,0,9.9,0,2,0,Low,Business,0,0,Never,4,0,0
+9940513809928,0,11.7,0,0,1,High,Personal,0,0,Weekly,9,3,1
+9940779350887,1,35.1,6,1,0,High,Business,1,0,Daily,1,2,0
+9940509725126,1,14.3,1,1,1,Low,Business,0,0,Weekly,5,1,0
+9940512173881,0,16.4,2,0,0,Low,Business,0,0,Weekly,3,3,0
+9940507598119,1,36.0,8,0,1,High,Personal,1,1,Never,0,1,1
+9940501210010,0,26.1,4,1,1,Medium,Business,0,0,Never,8,1,1
+9940774320896,0,28.9,6,3,1,Medium,Banking,1,0,Daily,7,1,1
+9940509729978,0,9.2,1,0,0,Medium,Personal,0,0,Daily,8,2,0
+9940512573266,1,24.7,4,2,0,High,Business,0,0,Never,3,0,0
+9940774392990,0,12.0,2,0,1,Medium,Personal,0,0,Daily,3,2,0
+9940702976216,0,14.4,2,0,0,High,Personal,0,0,Daily,4,2,1
+9940507553980,0,31.1,6,1,1,High,Banking,1,0,Daily,6,2,1
+9940555175300,0,13.1,2,1,1,Low,Business,0,0,Daily,0,1,1
+9940776338056,0,13.2,1,0,0,Medium,Personal,0,0,Weekly,5,0,0
+9940559483114,0,6.2,0,0,1,Low,Banking,0,0,Daily,2,1,0
+9940555689462,0,27.5,5,1,1,Medium,Personal,1,0,Weekly,4,3,1
+9940557607316,0,31.7,7,0,0,Low,Personal,1,1,Weekly,5,1,1
+9940701881174,1,26.1,5,0,0,Low,Personal,1,0,Daily,8,1,1
+9940502937193,1,37.9,8,1,1,Medium,Personal,1,1,Weekly,5,2,1
+9940779521737,1,40.5,8,1,1,Medium,Personal,1,1,Never,4,2,0
+9940778736049,1,40.4,8,0,1,Medium,Government,1,1,Daily,1,2,1
+9940506910085,1,24.9,6,2,1,Low,Personal,1,0,Daily,7,1,0
+9940774403804,0,20.0,4,0,0,High,Government,0,0,Weekly,5,0,1
+9940772798228,1,18.6,3,0,0,Low,Personal,0,0,Never,4,3,1
+9940708665498,1,38.4,8,0,1,Medium,Personal,1,1,Daily,2,2,1
+9940518067745,0,31.7,5,0,1,High,Government,1,0,Daily,9,2,1
+9940553175296,1,28.7,5,1,0,Medium,Banking,0,0,Never,6,0,1
+9940776308485,0,22.8,5,0,0,Low,Business,0,0,Weekly,3,3,1
+9940506567944,1,22.7,6,0,0,High,Personal,1,0,Weekly,5,3,1
+9940775297175,0,27.4,5,0,1,Low,Personal,1,0,Daily,2,1,1
+9940779340033,1,39.4,8,0,1,Medium,Personal,1,1,Weekly,6,1,0
+9940702116906,0,19.9,3,1,0,Low,Business,0,0,Weekly,6,1,1
+9940513321045,1,17.0,3,1,1,Low,Banking,0,0,Weekly,6,2,1
+9940551855257,1,21.4,3,1,1,Low,Government,0,0,Daily,6,1,0
+9940507236338,1,27.8,5,0,0,High,Personal,0,0,Weekly,5,3,1
+9940776796086,0,29.1,5,0,1,Medium,Personal,1,0,Daily,3,1,1
+9940519885812,1,22.9,4,0,1,Medium,Business,0,0,Weekly,1,4,0
+9940505880830,1,16.9,3,1,0,High,Personal,0,0,Daily,4,2,1
+9940702355384,1,28.6,6,0,1,High,Business,1,0,Weekly,1,2,1
+9940705057933,1,17.8,4,0,1,High,Banking,0,0,Daily,0,1,1
+9940701795620,0,39.1,7,1,1,High,Business,1,1,Weekly,5,0,1
+9940507038207,1,8.0,0,1,1,Medium,Personal,0,0,Daily,3,0,0
+9940707067756,0,20.4,3,0,1,Medium,Personal,0,0,Daily,2,2,1
+9940708718854,0,35.1,7,0,0,High,Personal,1,1,Weekly,0,0,1
+9940704057623,1,22.0,3,0,0,Low,Personal,0,0,Daily,4,3,1
+9940773791093,1,23.4,3,0,0,Medium,Business,0,0,Daily,6,1,0
+9940511641200,0,15.4,2,0,1,Medium,Banking,0,0,Weekly,6,0,1
+9940514736374,1,34.2,7,0,0,Medium,Personal,1,1,Daily,3,0,1
+9940775277750,0,6.9,1,1,1,Medium,Personal,0,0,Daily,8,1,0
+9940557790346,1,18.6,3,1,0,Low,Government,0,0,Daily,6,3,0
+9940557783935,1,39.9,8,1,0,High,Business,1,1,Weekly,4,1,1
+9940512262273,1,11.5,2,0,0,Medium,Personal,0,0,Weekly,7,0,0
+9940703566101,0,38.7,8,0,1,Medium,Personal,1,1,Daily,0,2,1
+9940705603247,1,40.8,8,0,1,Medium,Government,1,1,Daily,2,2,1
+9940504015421,1,38.5,7,0,1,High,Personal,1,1,Weekly,6,2,1
+9940551229921,1,24.2,4,0,1,Low,Business,0,0,Never,8,0,1
+9940778611293,1,24.2,4,0,1,Medium,Banking,0,0,Never,3,1,1
+9940517581454,1,38.1,7,1,1,Low,Government,1,1,Never,6,0,1
+9940515680646,0,23.9,4,1,1,Medium,Business,0,0,Daily,3,1,0
