phone_number,monthly_spend,data_usage_gb,speed_mbps,support_calls,complaints,downtime_hours,payment_delay_days,device_count,plan_upgrade_count,contract_type,region,tenure_months,churn_status,cltv,payment_status,service_type,average_monthly_usage_gb,peak_usage_time,installation_address_airport_km,customer_satisfaction_score,smart_home_devices,azcloud_subscriber,marketing_consent
+9940557574531,67.89,298.3,100,4,0,7.51,0,2,0,1,1,25,0,1697.23,paid,Cable,286.9,afternoon,6.5,4,1,1,0
+9940558869007,115.59,321.5,20,1,0,1.5,0,3,1,0,3,27,0,3120.99,unpaid,5G,337.6,afternoon,9.2,1,1,1,1
+9940701594555,125.67,133.4,200,1,1,0.01,1,2,1,0,1,36,0,4523.98,overdue,ADSL,163.4,afternoon,8.3,2,0,0,1
+9940551215733,103.56,190.0,200,2,1,0.08,0,5,3,1,3,23,0,2381.83,paid,5G,188.7,evening,36.5,2,0,0,1
+9940709460017,34.71,74.0,20,0,0,2.24,0,2,1,1,3,8,0,277.69,overdue,Cable,61.1,morning,12.7,3,0,0,1
+9940705684116,73.82,201.8,200,1,0,0.23,1,4,2,0,2,17,0,1254.94,unpaid,Cable,229.4,morning,10.3,1,0,0,1
+9940775558268,56.84,97.8,200,1,0,0.19,1,4,2,1,2,27,0,1534.55,paid,Cable,81.0,morning,13.8,3,2,0,1
+9940705173080,137.19,95.9,50,1,1,0.6,0,5,4,0,1,39,0,5350.23,paid,ADSL,125.9,evening,15.2,2,0,0,1
+9940554902513,60.61,185.9,100,0,1,0.7,0,4,0,1,1,14,0,848.57,paid,Cable,176.6,evening,1.0,1,2,1,1
+9940557211140,120.47,242.3,200,2,1,1.43,2,2,3,0,3,32,0,3854.95,paid,Cable,229.8,evening,5.1,5,1,1,0
+9940516217709,160.59,157.7,50,2,0,0.45,3,3,2,0,4,41,1,6584.09,paid,GPON,187.7,evening,3.2,2,2,0,1
+9940552470525,88.01,153.0,200,0,0,1.37,2,1,2,0,4,23,0,2024.3,paid,5G,160.3,evening,8.0,1,2,0,1
+9940506639746,14.12,277.8,50,1,0,8.93,1,2,0,1,3,5,0,70.6,paid,5G,307.8,morning,15.9,4,0,1,1
+9940777014975,128.11,15.1,200,0,0,3.56,1,5,1,0,3,39,0,4996.1,paid,Cable,14.6,evening,31.1,4,0,0,1
+9940772022408,57.54,223.4,20,1,1,1.18,1,1,4,0,3,20,0,1150.73,paid,Cable,221.4,afternoon,10.1,2,1,1,1
+9940504390605,67.58,284.2,100,3,1,1.61,1,2,1,0,1,16,1,1081.27,paid,GPON,254.2,morning,1.0,2,1,1,1
+9940708114566,143.82,195.9,100,2,1,0.19,2,1,1,0,4,35,0,5033.87,paid,Cable,216.1,evening,10.3,1,1,1,1
+9940506568432,61.28,120.1,50,1,1,0.69,0,3,0,0,1,15,0,919.17,overdue,5G,127.8,afternoon,10.7,2,2,0,1
+9940702227328,25.35,156.1,50,3,1,3.92,1,4,1,1,4,6,1,152.12,paid,GPON,153.9,evening,4.5,1,0,0,0
+9940501360855,57.86,96.7,20,0,0,1.87,0,1,0,1,1,21,0,1215.15,overdue,5G,108.5,evening,20.7,1,1,0,1
+9940556230899,178.38,171.6,100,0,1,1.06,0,1,2,0,4,48,0,8562.46,paid,ADSL,172.4,night,5.2,2,0,0,1
+9940705155544,44.76,104.9,200,2,0,8.02,0,5,1,1,4,22,1,984.67,paid,GPON,86.0,evening,18.5,5,0,0,1
+9940709649462,88.82,96.3,100,0,2,0.12,0,2,0,1,2,28,0,2486.93,paid,5G,103.5,evening,21.1,1,1,0,0
+9940555700257,80.26,177.4,50,2,0,3.18,1,1,0,0,2,29,0,2327.46,overdue,Cable,173.6,evening,22.1,5,0,0,1
+9940779383397,91.58,227.3,100,2,0,2.97,1,1,0,0,2,23,0,2106.43,paid,5G,242.1,evening,15.8,5,0,0,1
+9940702928937,46.45,336.0,50,5,0,0.03,2,5,1,1,1,21,0,975.51,overdue,5G,330.4,afternoon,1.0,1,1,1,1
+9940515026037,54.59,274.2,200,2,1,4.35,1,5,1,1,2,24,1,1310.12,paid,GPON,264.8,evening,18.8,2,0,1,1
+9940702256612,75.73,229.4,50,3,3,1.37,0,1,0,0,4,24,1,1817.44,paid,GPON,218.6,evening,3.6,3,0,1,1
+9940706168061,48.44,117.7,100,3,3,1.46,1,2,0,1,2,17,0,823.5,unpaid,GPON,100.0,morning,19.3,1,0,0,1
+9940512696268,130.27,98.8,50,0,2,0.01,0,1,1,1,2,34,0,4429.14,paid,5G,88.3,morning,24.1,3,3,0,1
+9940705430367,34.8,10.0,200,0,2,1.3,1,3,2,0,3,19,0,661.26,paid,Cable,18.6,night,1.1,4,0,0,0
+9940774097269,170.81,86.2,20,0,1,0.77,3,5,0,1,4,44,0,7515.45,paid,GPON,71.2,evening,5.7,1,0,0,1
+9940772671567,107.26,173.8,100,0,2,3.74,1,4,3,0,2,34,0,3646.71,unpaid,Cable,150.3,evening,3.4,4,4,0,1
+9940701871291,123.45,290.7,200,1,2,1.2,1,2,0,1,4,41,0,5061.61,paid,ADSL,306.5,evening,30.4,2,0,1,0
+9940705608467,59.75,90.0,50,2,1,4.33,1,4,0,1,1,26,1,1553.42,paid,Cable,87.2,morning,22.1,4,1,0,1
+9940519525877,51.68,63.8,100,2,1,3.72,0,2,0,0,3,14,1,723.49,paid,5G,79.1,afternoon,1.0,1,0,0,1
+9940702788734,54.68,173.7,50,2,2,3.18,0,5,1,1,1,14,1,765.5,paid,ADSL,169.3,evening,1.9,4,1,0,1
+9940514644946,106.87,116.2,50,1,0,0.49,1,3,0,1,4,29,1,3099.14,paid,5G,104.8,evening,9.8,4,0,0,1
+9940553021459,73.35,63.8,200,1,0,5.88,1,5,0,0,1,23,1,1687.1,paid,Cable,33.8,evening,47.6,3,1,0,1
+9940518280725,110.39,230.9,50,2,0,1.94,3,2,2,0,4,33,1,3642.89,paid,GPON,208.3,evening,19.5,3,0,1,0
+9940514734122,116.89,102.2,20,0,0,0.52,0,5,1,0,4,38,0,4441.69,paid,ADSL,84.7,evening,12.1,3,1,0,1
+9940509769753,98.03,165.2,100,1,0,1.53,0,2,0,0,1,32,1,3136.88,unpaid,5G,170.8,evening,15.5,4,0,0,1
+9940773206507,123.1,243.0,50,3,3,0.18,2,4,3,1,4,34,0,4185.5,paid,5G,240.8,evening,13.5,3,0,1,0
+9940501726617,96.86,155.0,200,2,2,0.26,1,1,2,1,2,29,0,2808.91,paid,Cable,134.5,evening,1.0,5,1,0,1
+9940506242681,65.69,162.0,20,2,3,1.65,3,2,1,1,4,28,0,1839.33,paid,Cable,132.0,morning,8.7,1,1,0,1
+9940776865024,56.62,190.0,200,2,2,0.95,1,3,0,0,4,16,0,905.91,paid,5G,199.2,afternoon,1.0,3,0,0,0
+9940559916670,78.55,223.4,100,6,0,0.48,1,3,0,1,4,16,1,1256.76,paid,GPON,241.0,evening,5.8,3,1,1,1
+9940558842680,120.03,57.4,200,3,1,1.96,0,1,2,0,3,31,0,3721.07,paid,ADSL,76.6,evening,9.3,3,1,0,0
+9940708957528,42.02,259.4,50,3,0,0.05,1,1,0,1,4,12,0,504.23,paid,ADSL,240.1,evening,1.0,3,3,1,1
+9940516708109,100.19,53.3,50,3,0,1.63,0,5,2,1,2,32,1,3206.15,paid,5G,73.8,evening,14.5,5,0,0,1
+9940504238333,44.15,254.3,50,3,5,0.05,1,2,2,0,1,14,0,618.14,paid,5G,265.7,evening,3.5,3,2,1,1
+9940704861234,114.52,129.9,200,2,1,0.07,2,4,0,1,4,27,1,3091.97,paid,Cable,141.1,evening,2.3,1,0,0,1
+9940502203703,66.31,161.1,20,3,0,1.09,0,1,0,0,1,29,0,1922.9,paid,GPON,148.9,morning,5.4,2,1,0,0
+9940554879686,52.37,40.5,100,2,1,1.0,0,2,3,1,3,12,0,628.45,paid,5G,37.9,afternoon,24.7,1,1,0,1
+9940774279946,35.58,248.0,50,1,1,3.68,2,1,1,1,3,19,1,676.01,paid,5G,278.0,evening,3.1,2,0,1,1
+9940771323089,125.83,51.0,100,0,0,1.33,1,3,0,1,2,46,0,5788.07,paid,ADSL,81.0,evening,28.6,3,1,0,1
+9940512840209,77.56,292.9,200,2,1,4.03,0,3,3,0,3,23,1,1783.98,paid,5G,291.9,afternoon,27.0,1,3,1,1
+9940705811406,40.18,149.8,100,2,2,9.1,0,3,1,0,2,15,0,602.65,paid,ADSL,153.6,afternoon,6.9,3,1,0,1
+9940704324086,141.99,176.1,20,1,1,4.22,2,4,0,0,4,38,0,5395.46,paid,Cable,146.1,night,2.3,2,0,0,1
+9940559941885,146.33,150.2,50,3,0,0.92,2,4,2,1,4,40,0,5853.12,paid,GPON,174.2,night,4.9,5,0,0,1
+9940505306749,109.79,53.7,20,3,1,0.98,2,2,1,0,4,29,1,3183.83,overdue,Cable,68.6,night,5.8,1,0,0,1
+9940519628366,55.38,136.5,50,2,2,1.39,0,3,2,1,4,15,0,830.68,paid,GPON,143.4,morning,4.0,3,0,0,1
+9940706946399,60.62,107.8,20,0,2,1.71,0,1,1,1,4,24,1,1454.82,unpaid,GPON,95.8,evening,2.3,1,0,0,1
+9940771363593,10.73,109.5,100,2,1,2.3,0,4,3,0,4,9,0,96.53,paid,5G,110.8,evening,16.5,3,0,0,1
+9940502831006,44.52,235.4,100,1,1,1.26,2,2,1,1,4,19,0,845.87,paid,Cable,264.7,afternoon,20.6,3,3,1,1
+9940707352172,74.04,142.9,50,4,0,3.48,1,1,0,0,4,22,1,1628.88,paid,Cable,150.2,afternoon,19.1,3,0,1,1
+9940775906057,98.07,315.9,200,1,2,1.45,1,5,1,1,4,26,0,2549.78,paid,ADSL,345.9,morning,1.0,3,1,1,0
+9940773715883,112.29,36.1,100,0,1,5.84,0,3,0,0,1,28,0,3144.06,paid,Cable,52.4,night,1.4,3,0,0,1
+9940555698761,43.83,120.3,100,1,1,5.86,0,1,0,0,1,12,0,526.01,overdue,Cable,101.9,evening,17.5,2,2,0,0
+9940509126901,28.32,133.1,50,2,2,1.48,1,1,2,0,2,9,0,254.9,paid,ADSL,124.9,morning,21.4,5,1,0,1
+9940514498372,39.14,190.5,50,2,1,0.97,2,2,0,0,2,12,0,469.67,paid,ADSL,176.3,afternoon,21.5,4,1,0,1
+9940771406032,117.65,133.6,100,0,3,1.82,2,5,1,1,2,31,0,3647.14,paid,Cable,150.7,night,17.1,4,1,0,1
+9940773798632,127.28,23.8,200,4,3,1.29,0,1,0,0,2,43,0,5472.84,paid,Cable,46.9,evening,6.1,3,0,0,1
+9940709422865,59.13,105.6,200,0,2,5.11,0,3,2,0,2,16,0,946.08,unpaid,ADSL,135.6,night,58.1,4,2,0,1
+9940507855995,94.16,61.7,200,1,1,0.99,1,2,2,0,3,28,0,2636.53,paid,ADSL,55.1,morning,67.7,4,1,0,0
+9940508537280,126.84,162.8,20,2,3,0.23,1,4,2,1,4,41,0,5200.29,unpaid,5G,172.1,night,18.0,1,1,0,1
+9940559204459,65.43,114.9,200,2,1,2.07,4,3,1,1,4,23,1,1504.94,paid,Cable,140.5,afternoon,10.7,3,0,0,1
+9940552057539,81.51,142.1,20,4,0,4.61,0,3,3,1,1,18,0,1467.26,paid,GPON,172.1,afternoon,18.7,5,2,0,0
+9940503544053,96.27,70.6,20,2,0,1.87,2,5,2,1,3,31,0,2984.37,paid,5G,46.0,night,66.2,5,2,0,1
+9940701538418,134.59,71.1,100,0,1,0.18,1,1,2,1,2,28,0,3768.41,paid,GPON,83.5,afternoon,1.0,5,1,0,0
+9940551042620,66.6,241.8,50,2,0,1.25,0,2,2,1,4,18,1,1198.79,unpaid,GPON,218.0,evening,3.5,4,0,1,0
+9940508512368,114.83,73.4,20,0,0,0.35,2,1,1,1,4,34,0,3904.34,paid,ADSL,61.3,afternoon,6.6,5,2,0,0
+9940509432523,51.27,257.9,20,0,0,0.57,1,2,1,1,2,18,0,922.85,paid,GPON,231.7,evening,14.8,2,0,0,1
+9940552401818,84.71,173.3,20,1,0,3.7,2,2,1,1,4,29,1,2456.73,paid,GPON,160.9,afternoon,8.7,5,0,0,0
+9940707499520,85.0,262.8,50,6,2,7.03,3,5,1,1,3,28,1,2379.95,paid,Cable,233.8,evening,6.6,5,0,1,1
+9940775814082,56.86,173.5,100,2,1,0.04,0,4,1,1,2,13,0,739.15,paid,Cable,149.9,morning,3.5,4,0,0,1
+9940551623029,49.38,122.0,100,0,0,1.53,1,2,1,0,3,20,0,987.69,paid,ADSL,103.9,night,15.4,4,0,0,1
+9940519241702,58.38,144.5,20,3,3,0.25,0,4,0,1,1,22,1,1284.47,paid,Cable,150.6,night,50.9,4,1,1,1
+9940778841147,135.48,178.6,20,3,1,1.43,0,5,1,0,1,31,0,4200.01,paid,GPON,179.3,night,2.4,1,2,1,1
+9940556107032,124.77,207.1,100,1,0,0.71,1,1,2,0,2,31,1,3867.91,unpaid,ADSL,177.1,night,1.0,1,2,0,1
+9940517370995,117.55,102.2,200,1,1,2.97,0,3,1,1,4,39,0,4584.4,paid,Cable,132.2,evening,7.4,2,0,0,1
+9940554575099,104.08,160.0,20,1,1,0.91,1,3,1,1,3,37,0,3850.79,paid,5G,150.2,morning,15.7,2,3,0,1
+9940508135550,78.34,10.0,50,4,2,0.95,0,5,1,1,3,14,1,1096.7,paid,ADSL,-16.6,morning,72.3,1,1,0,1
+9940515005144,142.47,224.4,20,1,1,2.29,0,2,2,1,4,42,0,5983.61,paid,5G,236.0,evening,7.3,4,1,1,1
+9940559902579,38.81,219.5,50,1,4,4.17,0,4,0,0,2,13,0,504.57,paid,ADSL,219.4,evening,63.7,1,1,1,1
+9940771568054,118.38,105.2,50,2,2,3.56,0,3,1,1,3,36,0,4261.72,paid,Cable,88.9,afternoon,5.8,2,0,0,1
+9940702549345,89.46,310.6,20,2,2,1.0,0,2,1,0,2,29,0,2594.39,paid,GPON,318.4,morning,14.7,1,1,1,0
+9940709718769,36.79,101.0,200,2,0,5.05,1,2,3,0,2,11,0,404.74,paid,Cable,87.5,night,9.2,4,0,0,1
+9940553599034,90.13,135.0,200,3,0,0.92,0,5,0,0,4,17,0,1532.28,paid,Cable,129.0,morning,40.7,5,0,0,0
+9940503795887,64.82,113.4,100,3,2,0.71,2,5,2,1,3,24,0,1555.73,paid,ADSL,142.7,evening,8.6,3,1,0,1
+9940518121479,39.69,317.7,200,1,1,0.01,3,2,1,1,1,15,0,595.32,paid,ADSL,320.2,evening,12.5,3,3,1,1
+9940772704271,71.83,45.3,50,1,0,1.09,0,3,1,1,2,27,0,1939.46,paid,Cable,57.6,evening,65.7,3,3,0,1
+9940505621846,43.1,223.3,200,2,0,5.23,1,1,1,0,4,17,0,732.63,paid,ADSL,212.9,morning,17.3,2,1,0,0
+9940773574425,100.05,42.1,50,3,0,2.79,2,3,1,1,4,24,1,2401.15,paid,ADSL,45.1,evening,12.1,2,0,0,1
+9940702781425,98.58,117.5,50,2,3,1.59,4,5,1,0,3,31,1,3055.95,paid,Cable,102.1,afternoon,26.2,2,1,0,1
+9940519679357,30.47,44.0,100,3,2,0.33,1,4,1,0,1,7,0,213.31,paid,GPON,27.7,afternoon,10.3,5,1,0,0
+9940702799073,83.88,31.0,100,1,2,12.41,0,3,0,0,2,26,0,2180.99,paid,Cable,22.7,evening,3.7,2,0,0,1
+9940771848574,86.42,103.8,100,1,1,5.62,3,4,4,0,2,28,0,2419.84,paid,GPON,89.9,night,7.2,2,0,0,1
+9940507065438,23.71,85.6,200,0,0,1.69,1,3,2,0,1,8,0,189.68,unpaid,GPON,106.4,evening,68.9,3,1,0,1
+9940508805726,106.68,51.2,50,2,0,0.66,2,3,0,0,2,30,1,3200.43,overdue,ADSL,62.8,afternoon,4.3,4,2,0,1
+9940702147462,114.59,244.5,100,1,0,0.57,2,1,0,0,2,37,0,4239.77,unpaid,GPON,214.5,afternoon,18.5,2,0,1,1
+9940777370594,158.54,183.8,20,0,1,0.88,1,1,1,1,3,35,0,5548.9,paid,GPON,213.8,evening,3.7,1,0,0,1
+9940505867117,108.65,218.0,20,1,3,2.65,2,3,1,1,2,33,1,3585.47,unpaid,ADSL,230.8,morning,21.0,3,0,0,0
+9940708470171,50.42,267.2,50,3,0,0.94,0,1,0,0,2,15,0,756.25,paid,ADSL,290.1,morning,3.4,5,0,1,1
+9940502142590,98.53,193.0,100,3,1,7.98,1,1,1,0,4,27,1,2660.21,unpaid,ADSL,189.6,afternoon,4.4,5,1,1,1
+9940709783076,92.74,92.2,100,0,1,1.25,2,2,3,1,2,26,0,2411.35,paid,5G,62.3,morning,19.6,4,0,0,1
+9940706571995,119.53,154.4,20,0,1,3.91,1,3,2,1,1,28,0,3346.86,paid,Cable,127.9,evening,1.0,3,2,0,1
+9940508579391,156.27,15.8,200,2,0,2.99,1,4,0,1,3,41,1,6406.94,paid,ADSL,45.8,morning,58.6,5,2,0,1
+9940704257659,91.19,260.4,100,0,3,2.54,0,5,0,1,2,23,0,2097.38,paid,Cable,230.4,afternoon,19.0,1,0,1,1
+9940779490440,83.23,24.9,100,2,1,1.03,0,4,1,0,1,31,0,2580.25,paid,ADSL,-4.0,morning,1.0,1,0,0,1
+9940776637264,80.26,245.7,100,3,1,1.9,1,5,2,1,4,26,0,2086.67,paid,GPON,237.1,evening,1.6,4,1,1,0
+9940502142417,81.27,161.7,100,3,1,1.22,1,2,1,0,1,22,0,1787.87,paid,ADSL,134.0,evening,13.0,5,1,0,0
+9940519306112,104.17,306.2,50,3,3,0.06,1,4,0,1,1,23,1,2395.88,unpaid,ADSL,316.9,morning,11.0,2,2,1,1
+9940518162096,48.03,196.4,50,0,2,3.48,1,1,0,1,1,17,0,816.53,unpaid,ADSL,208.7,evening,18.7,2,1,0,0
+9940553701811,111.9,108.8,20,1,1,5.62,2,1,1,0,3,38,0,4252.26,paid,Cable,117.1,morning,16.5,2,3,0,0
+9940505911080,111.05,172.5,100,2,1,3.9,1,4,0,1,2,28,1,3109.3,paid,ADSL,160.2,night,4.9,2,1,0,1
+9940774492541,76.74,200.9,20,1,1,3.8,0,2,1,1,2,28,0,2148.75,paid,ADSL,206.7,evening,11.8,1,0,1,0
+9940705891459,34.41,49.0,100,0,1,1.16,2,3,0,1,3,11,0,378.5,paid,Cable,79.0,evening,12.9,2,3,0,1
+9940779688367,24.94,237.0,50,0,1,0.42,1,5,2,0,2,12,1,299.27,overdue,GPON,208.3,evening,8.7,4,0,1,0
+9940509090293,109.94,178.6,20,1,1,1.59,0,4,3,1,1,38,0,4177.9,paid,GPON,200.9,evening,4.4,4,0,1,1
+9940502939860,157.49,266.5,50,4,1,0.2,1,2,1,1,1,41,1,6457.17,unpaid,GPON,282.7,evening,3.9,5,0,1,0
+9940779746233,108.53,282.8,200,3,1,0.02,1,4,4,1,1,32,1,3473.09,paid,ADSL,280.7,evening,3.3,5,1,1,1
+9940514941508,158.28,283.7,100,0,1,2.22,1,5,2,0,4,44,0,6964.46,unpaid,Cable,287.0,evening,14.1,2,0,1,1
+9940707343544,125.11,116.6,50,0,1,0.61,2,2,0,0,4,38,0,4754.2,paid,Cable,123.7,afternoon,24.1,4,0,0,1
+9940777878007,43.0,71.3,50,1,1,0.96,2,3,0,0,3,16,0,687.98,paid,5G,51.8,morning,38.4,2,0,0,1
+9940505346445,73.98,183.0,100,1,1,4.48,0,4,0,0,2,31,0,2293.26,paid,ADSL,153.0,afternoon,18.5,2,0,1,1
+9940505109914,85.99,120.3,20,1,2,0.39,1,4,0,0,4,20,0,1719.76,paid,5G,138.5,evening,54.6,4,0,0,1
+9940505107634,109.41,31.8,100,1,0,1.72,0,3,0,0,4,28,0,3063.6,paid,5G,6.9,morning,16.2,2,1,0,0
+9940508762942,85.73,196.4,20,3,0,1.82,2,3,1,0,2,23,0,1971.87,unpaid,GPON,174.5,night,2.7,4,0,0,1
+9940504477072,104.8,84.7,200,3,4,0.01,1,3,0,0,3,35,0,3667.89,paid,GPON,74.4,morning,39.1,2,1,0,1
+9940773519308,109.59,108.8,100,3,3,0.93,3,3,1,0,1,38,0,4164.42,paid,ADSL,114.5,afternoon,39.6,3,0,0,0
+9940704254390,47.42,99.6,20,2,0,0.46,0,2,2,1,1,13,0,616.48,paid,ADSL,89.7,evening,1.0,1,1,0,1
+9940772753944,81.84,133.5,50,1,2,1.28,1,5,1,0,4,29,0,2373.35,paid,GPON,119.1,night,8.1,1,5,0,1
+9940774523561,95.91,317.9,200,1,1,1.87,0,4,0,0,3,33,0,3165.14,paid,ADSL,337.0,evening,24.9,4,0,1,1
+9940772026705,89.0,71.8,200,6,1,0.89,0,4,1,0,4,30,0,2670.02,paid,GPON,65.1,evening,2.1,5,1,0,1
+9940511807779,106.78,200.4,20,1,4,1.41,3,1,2,1,3,36,0,3844.12,unpaid,5G,184.5,afternoon,1.6,1,1,0,1
+9940517514651,64.11,108.5,50,2,0,5.01,2,3,2,0,1,18,1,1154.01,paid,5G,116.4,night,2.2,4,0,0,0
+9940771696924,51.56,236.5,20,0,0,0.91,2,2,2,0,1,13,0,670.23,paid,GPON,237.6,evening,13.0,4,1,1,0
+9940516113845,54.31,10.0,50,1,1,3.42,2,1,1,0,3,17,0,923.32,paid,ADSL,10.6,morning,9.8,2,0,0,0
+9940508018827,116.71,29.4,200,1,0,0.22,2,2,1,0,1,38,0,4434.91,paid,Cable,38.3,evening,14.0,3,0,0,0
+9940707520333,99.73,244.4,100,4,2,0.14,0,1,0,0,4,37,1,3689.86,overdue,ADSL,241.6,morning,1.0,2,2,1,0
+9940775014655,51.41,233.3,50,0,3,0.82,3,4,3,0,2,18,0,925.39,paid,ADSL,250.2,evening,19.9,1,1,1,1
+9940772742688,75.26,153.8,50,1,3,0.86,3,3,0,1,3,23,0,1731.02,paid,Cable,125.2,evening,6.3,5,1,0,1
+9940779376159,36.83,72.4,100,2,1,0.97,1,4,0,0,2,16,0,589.22,paid,5G,97.3,evening,18.0,2,0,0,1
+9940508516447,43.19,176.2,100,2,0,0.86,1,5,0,1,4,14,1,604.65,paid,Cable,157.9,night,8.2,3,0,0,1
+9940706509988,56.26,84.7,50,3,1,0.63,5,2,0,0,2,19,0,1068.86,paid,Cable,54.7,evening,1.9,1,1,0,1
+9940771780854,128.75,280.4,50,2,2,2.41,0,1,0,0,3,36,1,4635.03,paid,ADSL,264.7,evening,26.1,1,0,1,1
+9940701316583,121.64,64.6,200,4,3,1.6,1,1,0,1,2,34,1,4135.66,paid,ADSL,57.6,evening,9.2,4,1,0,1
+9940773836980,55.39,165.3,100,1,1,2.73,1,1,0,0,4,17,0,941.59,paid,Cable,150.6,afternoon,1.4,3,3,0,1
+9940772417709,68.68,144.0,200,1,1,0.11,1,1,0,0,3,19,0,1304.96,unpaid,Cable,124.7,evening,10.1,4,0,0,1
+9940558743211,44.82,106.0,200,0,0,3.72,2,3,3,0,3,16,0,717.18,overdue,ADSL,126.2,night,4.3,5,0,0,1
+9940502852377,32.77,23.4,50,2,1,0.14,0,4,0,0,2,17,0,557.03,paid,Cable,6.0,evening,6.1,5,3,0,0
+9940553543857,59.82,177.0,200,4,3,0.77,1,2,2,0,1,16,1,957.09,paid,GPON,147.0,evening,7.3,1,0,0,1
+9940519781623,81.2,163.4,200,0,3,1.9,3,3,3,1,4,30,0,2435.85,paid,GPON,156.3,evening,17.1,2,0,0,0
+9940508364338,76.43,261.1,20,3,1,0.49,2,2,0,0,1,22,1,1681.54,paid,ADSL,291.1,night,13.6,2,0,1,1
+9940502968337,12.65,130.7,20,1,5,2.38,1,4,0,0,1,4,1,50.58,paid,GPON,109.4,afternoon,1.0,1,0,0,1
+9940704451887,47.61,202.7,20,0,2,2.02,1,4,1,0,3,13,1,618.91,paid,5G,184.7,afternoon,17.8,3,1,1,1
+9940555641800,124.81,141.7,100,3,1,3.16,0,4,1,1,3,28,0,3494.63,paid,GPON,133.6,evening,32.2,3,1,0,0
+9940556978432,96.65,120.4,200,1,3,0.54,0,3,2,0,2,29,0,2802.72,paid,5G,150.4,morning,7.2,5,1,0,0
+9940709425591,83.29,194.0,200,1,1,1.49,2,5,1,1,4,26,0,2165.41,paid,ADSL,186.8,night,1.3,5,1,0,1
+9940558840131,77.77,60.2,50,3,2,3.34,0,1,1,1,1,25,0,1944.17,paid,Cable,39.7,afternoon,10.6,1,0,0,1
+9940709794733,46.9,207.4,100,2,2,0.36,1,3,2,0,2,24,1,1125.69,overdue,Cable,214.6,morning,49.0,3,1,1,1
+9940501365808,143.85,60.2,20,4,0,3.64,2,1,2,0,4,35,0,5034.9,paid,GPON,66.0,evening,18.9,2,1,0,1
+9940773127243,99.51,164.7,100,1,1,0.44,2,5,1,0,2,32,0,3184.17,paid,5G,174.4,afternoon,4.9,5,1,0,1
+9940556067010,63.72,82.6,50,2,1,0.49,1,1,1,1,4,15,1,955.83,paid,ADSL,61.3,evening,17.0,2,2,0,1
+9940501442058,154.89,207.9,200,2,1,1.83,1,3,2,1,2,39,0,6040.65,paid,Cable,196.6,evening,26.0,1,0,0,1
+9940774198073,75.53,79.1,200,2,2,3.41,3,1,0,1,1,28,1,2114.91,unpaid,ADSL,101.6,night,10.3,5,1,0,1
+9940702382416,101.66,279.5,100,0,2,0.26,3,4,1,0,2,32,0,3253.04,paid,GPON,287.6,afternoon,10.2,4,0,1,0
+9940509396278,108.38,10.0,100,3,2,0.37,1,3,2,0,2,35,0,3793.46,paid,GPON,26.2,evening,2.4,4,0,0,1
+9940501569956,41.52,10.0,200,0,1,1.74,0,3,3,0,1,18,0,747.41,paid,Cable,8.9,night,24.0,4,2,0,1
+9940502335638,51.26,216.7,50,1,2,0.22,1,5,1,0,4,16,0,820.2,paid,ADSL,237.8,evening,11.7,4,0,1,1
+9940512756117,134.3,104.4,20,2,1,0.52,0,5,1,0,3,35,0,4700.42,paid,ADSL,110.3,morning,1.0,2,0,0,1
+9940502337346,89.53,221.6,100,4,0,2.0,1,3,0,0,4,23,0,2059.1,overdue,5G,211.1,afternoon,44.3,4,1,1,1
+9940706117126,84.61,131.7,50,3,0,0.1,0,2,1,0,3,25,0,2115.3,unpaid,Cable,146.6,evening,3.3,2,0,0,0
+9940554279127,58.75,94.2,100,2,2,0.9,2,2,1,0,4,13,1,763.71,paid,Cable,76.7,afternoon,14.9,5,0,0,0
+9940779212038,102.7,132.6,200,1,0,1.19,2,4,2,1,2,28,0,2875.64,paid,Cable,162.6,evening,3.8,2,0,0,1
+9940703347362,62.23,36.2,100,1,2,0.02,0,5,0,1,1,18,0,1120.14,paid,GPON,56.3,evening,14.6,5,1,0,1
+9940705834969,112.96,129.3,50,1,1,7.39,1,3,2,1,4,38,0,4292.49,paid,Cable,123.5,evening,1.0,2,1,0,1
+9940556940806,106.1,165.7,100,1,0,0.32,2,3,1,1,4,25,0,2652.54,unpaid,5G,162.0,evening,8.0,1,1,1,1
+9940506633905,104.61,52.1,50,1,0,0.32,3,5,0,1,4,30,0,3138.25,unpaid,5G,54.8,evening,1.0,2,0,0,0
+9940508167444,106.17,94.9,20,2,1,0.89,0,1,0,1,4,31,0,3291.15,paid,GPON,91.4,afternoon,1.0,3,2,0,1
+9940702816805,86.21,158.7,200,1,2,4.88,1,1,1,0,2,24,1,2069.12,unpaid,GPON,185.1,evening,4.1,4,1,0,1
+9940505567104,65.86,20.2,50,1,4,0.99,2,1,1,1,3,18,0,1185.52,paid,5G,9.4,night,12.2,1,1,0,1
+9940508205251,33.02,51.9,100,3,1,2.63,0,3,0,1,3,12,0,396.23,paid,5G,21.9,evening,12.5,1,2,0,1
+9940518767145,121.7,146.3,200,1,0,0.99,0,5,0,0,4,36,0,4381.14,overdue,GPON,141.1,afternoon,21.8,2,1,0,1
+9940776560099,128.35,237.0,20,1,2,1.86,1,2,1,1,1,31,1,3978.96,unpaid,5G,252.0,morning,5.1,4,1,1,1
